,Unnamed: 0.2,movieId,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,rating
1802,20955,87516,2,1,Josh Brolin,Elizabeth Olsen,2,Spike Lee,22276,Drama,False,30000000,Drama,en,Oldboy,An everyday man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.,7.882353,Vertigo Entertainment,United States of America,2013-11-14,4861022.0,104.0,English,Oldboy,5.9,632.0,2.0
1803,20977,110415,2,2,Chris Evans,Song Kang-ho,2,Bong Joon-ho,22300,Action,False,39200000,Action,ko,Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",14.131906,CJ Entertainment,South Korea,2013-08-01,86758912.0,126.0,English,Snowpiercer,6.7,2910.0,2.875
1804,21069,115283,2,2,Adam Scott,Richard Jenkins,0,Stu Zicherman,22410,Comedy,False,0,Comedy,en,A.C.O.D.,"A grown man is still caught in the crossfire of his parents' 15 year divorce. He discovers he was unknowingly part of a study on divorced children and is enlisted in a follow-up years later, which wreaks new havoc on his family.",5.748809,Black Bear Pictures,United States of America,2013-10-03,175705.0,88.0,English,A.C.O.D.,5.5,106.0,3.0
1805,21113,126963,0,0,Masako Nozawa,Toshio Furukawa,0,Masahiro Hosoda,22457,Animation,False,0,Animation,ja,ドラゴンボールZ 神と神,"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.",10.834344,Twentieth Century Fox Film Corporation,Japan,2013-03-30,50353002.0,85.0,English,Dragon Ball Z: Battle of Gods,6.5,370.0,3.4
1806,21115,153158,2,0,Juan José Campanella,Diego Ramos,2,Juan José Campanella,22459,Animation,False,22000000,Animation,es,Metegol,"In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge.",14.347931,100 Bares,Argentina,2013-07-18,24000000.0,106.0,Español,Underdogs,6.0,127.0,3.5
1807,21168,168530,2,2,Ice Cube,Kevin Hart,2,Tim Story,22520,Action,False,25000000,Action,en,Ride Along,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",9.895752,Universal Pictures,United States of America,2014-01-07,153997819.0,99.0,English,Ride Along,6.1,867.0,2.6666666666666665
1808,21172,157350,1,2,Shailene Woodley,Theo James,2,Neil Burger,22525,Adventure,False,85000000,Adventure,en,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",21.572585,Summit Entertainment,United States of America,2014-03-14,288747895.0,139.0,English,Divergent,6.9,4784.0,3.3
1809,21190,2442,2,2,Sam Elliott,Charles Martin Smith,2,Roger Christian,22547,Action,False,0,Action,en,The Final Cut,"Mysterious bomber is planting explosive devices in Seattle. Since their quality takes too big a toll among Seattle Police bomb experts, John Pierce, former head of the Bomb Squad, reluctantly takes the job that will take him to face his worst nightmare.",1.797462,Keystone Entertainment,Canada,1996-03-01,551281.0,96.0,English,The Final Cut,7.3,3.0,3.665497896213184
1810,21302,130150,2,1,Josh Brolin,Kate Winslet,2,Jason Reitman,22672,Drama,False,18000000,Drama,en,Labor Day,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",6.108646,Mr. Mudd Production,United States of America,2013-12-27,20275812.0,111.0,English,Labor Day,6.7,306.0,4.5
1811,21318,157841,2,1,Kyle Catlett,Helena Bonham Carter,2,Jean-Pierre Jeunet,22689,Adventure,False,33000000,Adventure,en,The Young and Prodigious T.S. Spivet,A 12-year-old cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on board a freight train to receive an award at the Smithsonian Institute.,6.839535,Epithète Films,Canada,2013-10-16,9494789.0,105.0,English,The Young and Prodigious T.S. Spivet,6.7,234.0,1.1666666666666667
1812,21380,144336,2,2,Arnold Schwarzenegger,Sam Worthington,0,David Ayer,22761,Action,False,35000000,Action,en,Sabotage,"In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",6.966505,Open Road Films,United States of America,2014-03-28,17508518.0,110.0,English,Sabotage,5.5,560.0,2.0
1813,21416,157847,2,2,Nicolas Cage,Tye Sheridan,2,David Gordon Green,22803,Drama,False,4000000,Drama,en,Joe,The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.,13.784411,Worldview Entertainment,United States of America,2014-04-11,2365467.0,118.0,English,Joe,6.5,346.0,3.3448275862068964
1814,21434,98162,2,0,Jean Barney,Chloé Berthier,0,Jean-François Laguionie,22825,Fantasy,False,0,Fantasy,fr,Le Tableau,Three characters living in an unfinished painting venture out into the real world in search of their creator to convince him to finish his work.,2.45174,BE-Films,Belgium,2011-11-22,11229.0,76.0,Français,The Painting,7.3,35.0,3.0
1815,21480,157336,2,1,Matthew McConaughey,Jessica Chastain,2,Christopher Nolan,22879,Adventure,False,165000000,Adventure,en,Interstellar,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,32.213481,Paramount Pictures,Canada,2014-11-05,675120017.0,169.0,English,Interstellar,8.1,11187.0,2.5
1816,21572,82703,2,2,Ty Burrell,Max Charles,2,Rob Minkoff,22979,Animation,False,145000000,Animation,en,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.",9.493838,Pacific Data Images (PDI),United States of America,2014-02-07,272912430.0,92.0,English,Mr. Peabody & Sherman,6.7,861.0,3.409090909090909
1817,21689,155084,2,0,Mark Webber,Devon Graye,0,Daniel Stamm,23108,Horror,False,5000000,Horror,en,13 Sins,"A bright but meek salesman, drowning in debt as he's about to get married, receives a mysterious phone call informing him that he's on a hidden camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",9.067788,Sahamongkol Film International,United States of America,2014-04-18,13809.0,93.0,English,13 Sins,6.2,355.0,3.125
1818,21692,145220,2,2,Ricky Gervais,Ty Burrell,0,James Bobin,23111,Comedy,False,50000000,Comedy,en,Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",7.244956,Buena Vista,United States of America,2014-03-20,80383290.0,112.0,Deutsch,Muppets Most Wanted,6.2,318.0,1.1666666666666667
1819,21715,138222,2,1,Justin Long,Jess Weixler,0,Ted Koland,23139,Comedy,False,1500000,Comedy,en,Best Man Down,"A newlywed couple cancels their honeymoon and returns to the snowy Midwest to make the funeral arrangements for their best man, who died unexpectedly after their ceremony.",5.875708,KODA Entertainment,United States of America,2012-10-20,1938.0,90.0,English,Best Man Down,6.1,65.0,2.6666666666666665
1820,21885,152599,1,2,Marion Cotillard,Jeremy Renner,2,James Gray,23331,Drama,False,16000000,Drama,en,The Immigrant,An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,6.985915,Kingsgate Films,United States of America,2013-07-03,5867686.0,117.0,Latin,The Immigrant,6.2,256.0,2.75
1821,21912,127585,2,2,Hugh Jackman,James McAvoy,2,Bryan Singer,23359,Action,False,250000000,Action,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,26.058586,Twentieth Century Fox Film Corporation,United Kingdom,2014-05-15,747862775.0,131.0,English,X-Men: Days of Future Past,7.5,6155.0,2.6666666666666665
1822,22041,163376,2,2,Jack Lemmon,Peter Falk,2,Clive Donner,23506,Romance,False,0,Romance,en,Luv,"Harry is a barely functional human. He meets an old friend who is having marital problems as Harry is about to leap off of a bridge. His friend decides that Harry is the man to take his wife away from him so that Milt can be with his girlfriend. Ellen and Harry have an instant attraction and in a short while Harry is wearing Milt's suits and Milt is free. But, Ellen soon discovers that Harry is the world's worst roommate.",0.985785,Jalem Productions,United States of America,1967-07-26,1000000.0,93.0,English,Luv,0.0,0.0,3.0
1823,22055,140870,0,0,Sarah Cohen-Hadria,Jean-Paul Guyon,0,Hélène Giraud,23520,Animation,False,19700000,Animation,xx,Minuscule - La vallée des fourmis perdues,"In a peaceful little clearing, the remains of a hastily abandoned picnic sparks a battle between two tribes of ants. A bold young ladybug finds himself caught in the middle. He befriends the leader of the black ants, Mandible, and helps him save the anthill from the assault of the terrible red ant warriors, led by the fearful Butor. A fantastic journey at ground level…",6.583428,Futurikon,Belgium,2013-11-17,30000000.0,89.0,No Language,Minuscule: Valley of the Lost Ants,6.6,128.0,2.4
1824,22070,157851,1,1,Julianne Moore,Mia Wasikowska,2,David Cronenberg,23537,Drama,False,0,Drama,en,Maps to the Stars,"Driven by an intense need for fame and validation, members of a dysfunctional Hollywood dynasty have lives as dramatic as any movie.",9.431879,Integral Film,Canada,2014-05-21,1338365.0,112.0,English,Maps to the Stars,5.8,398.0,3.507042253521127
1825,22105,87368,0,0,Louise Grinberg,Juliette Darche,0,Muriel Coulin,23572,Drama,False,4141459,Drama,fr,17 filles,"Inspired by events that took place in Massachusetts, Delphine and Muriel Coulin's provocative debut focuses on a group of bored teenage girls who all make an irrevocable pact. When Camille (Louise Grinberg) accidentally becomes pregnant, she encourages her friends and fellow high school classmates to follow suit. It's only a matter of time, before 17 girls in the high school are pregnant and the town is thrown into a world of chaos. Set in the writer/directors' small, seaside hometown of Lorient in Brittany, 17 Girls is a reflection on adolescence, body image, friendship and the perplexing realities of growing up.",5.109329,Archipel 35,France,2011-06-13,201607.0,87.0,Français,17 Girls,5.6,103.0,2.875
1826,22214,119450,2,2,Andy Serkis,Jason Clarke,2,Matt Reeves,23692,Science Fiction,False,170000000,Science Fiction,en,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",75.385211,Ingenious Media,United States of America,2014-06-26,710644566.0,130.0,English,Dawn of the Planet of the Apes,7.3,4511.0,3.0
1827,22223,123109,2,1,Luke Evans,Adelaide Clemens,2,Ryûhei Kitamura,23701,Horror,False,2900000,Horror,en,No One Lives,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,7.202832,Pathe,United States of America,2013-03-09,74918.0,86.0,English,No One Lives,5.5,173.0,3.142857142857143
1828,22269,118340,2,1,Chris Pratt,Zoe Saldana,2,James Gunn,23753,Action,False,170000000,Action,en,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",53.291601,Marvel Studios,United Kingdom,2014-07-30,773328629.0,121.0,English,Guardians of the Galaxy,7.9,10014.0,4.0
1829,22294,157849,2,1,Philip Seymour Hoffman,Rachel McAdams,2,Anton Corbijn,23780,Thriller,False,15000000,Thriller,en,A Most Wanted Man,"When a half-Chechen, half-Russian, tortured half-to-death immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?",10.432407,Senator Film Produktion,United Kingdom,2014-07-25,31554855.0,121.0,English,A Most Wanted Man,6.5,545.0,2.642857142857143
1830,22358,157845,2,2,Guy Pearce,Robert Pattinson,2,David Michôd,23850,Crime,False,12250000,Crime,en,The Rover,"A decade after the collapse of the western world, Australia has become a lawless wasteland. As desperate outsiders pillage the country's precious mineral resources, taciturn Eric travels from town to town searching for signs of life.",6.561373,Porchlight Films,Australia,2014-05-18,2295423.0,103.0,普通话,The Rover,6.1,295.0,4.0
1831,22401,98566,1,2,Megan Fox,Will Arnett,0,Jonathan Liebesman,23897,Science Fiction,False,125000000,Science Fiction,en,Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,22.337973,Paramount Pictures,United States of America,2014-08-07,477200000.0,101.0,English,Teenage Mutant Ninja Turtles,5.8,2677.0,1.5
1832,22456,189,2,1,Mickey Rourke,Jessica Alba,2,Robert Rodriguez,23957,Crime,False,65000000,Crime,en,Sin City: A Dame to Kill For,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,20.623642,Miramax Films,United States of America,2014-08-20,39407616.0,102.0,English,Sin City: A Dame to Kill For,6.3,1314.0,3.007288629737609
1833,22562,154400,2,1,Tom Hardy,Noomi Rapace,0,Michaël R. Roskam,24089,Drama,False,12600000,Drama,en,The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",11.695036,Fox Searchlight Pictures,United States of America,2014-09-12,19054534.0,106.0,English,The Drop,6.7,859.0,2.7857142857142856
1834,22654,157825,1,1,Shailene Woodley,Eva Green,2,Gregg Araki,24195,Thriller,False,0,Thriller,en,White Bird in a Blizzard,"Kat Connors is 17 years old when her perfect homemaker mother, Eve, disappears. Having lived for so long in an emotionally repressed household, she barely registers her mother's absence and certainly doesn't blame her doormat of a father, Brock, for the loss. But as time passes, Kat begins to come to grips with how deeply Eve's disappearance has affected her. Returning home on a break from college, she finds herself confronted with the truth about her mother's departure, and her own denial about the events surrounding it...",12.898498,Why Not Productions,United States of America,2014-08-14,33821.0,91.0,English,White Bird in a Blizzard,6.1,289.0,2.0
1835,22666,170687,2,2,Ben Kingsley,Isaac Hempstead-Wright,2,Anthony Stacchi,24208,Animation,False,60000000,Animation,en,The Boxtrolls,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",11.563909,Laika Entertainment,United States of America,2014-09-10,108255770.0,97.0,English,The Boxtrolls,6.6,689.0,1.0
1836,22791,157829,1,2,Jessica Chastain,James McAvoy,0,Ned Benson,24358,Drama,False,0,Drama,en,The Disappearance of Eleanor Rigby: Them,A New York couple's relationship is tested after the loss of their child. This film is the wide-released combination of the original two :him and :her volumes that premiered at the Cannes Film Festival.,6.266831,Myriad Pictures,United States of America,2014-05-14,985007.0,119.0,English,The Disappearance of Eleanor Rigby: Them,6.2,106.0,1.375
1837,22869,36523,0,0,Chris Phillips,Maureen O'Connell,0,Tibor Hernádi,24454,Animation,False,9000000,Animation,en,Felix The Cat: The Movie,"In another dimension, the villainous scientist Duke of Zill, with the help of his mechanical, geometric army, ultimately takes over the golden kingdom of Oriana, where Duke has just escaped exile! But Felix the Cat must bravely save Princess Oriana and restore order once again, from her terrible Uncle Zill and his smoke-belching mechanical troops before he can put his sinister plot into action!",0.030576,Pannónia Filmstúdió,Germany,1988-10-01,1964253.0,82.0,English,Felix The Cat: The Movie,3.7,5.0,3.0086206896551726
1838,23064,77951,2,2,Charlie Rowe,Justin Long,0,Neil Nightingale,24666,Animation,False,80000000,Animation,en,Walking With Dinosaurs,"Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013.",8.883866,BBC Worldwide,Australia,2013-12-18,126546518.0,87.0,English,Walking With Dinosaurs,5.2,136.0,3.2
1839,23141,96239,0,0,Martin Escudero,Lauren Young,0,Jade Castro,24759,Foreign,False,22361,Foreign,en,Zombadings 1: Patayin sa Shokot si Remington,"Remington lives in a small provincial town. He’s a typical macho. During the day he works his ass off and at night he gets drunk to blow off steam. As a child Remington mercilessly harassed his homosexual neighbor until the man put a curse on him. One day Remington would turn gay. And it seems like the curse is slowly but surely working its magic. Remington is being forced out of a closet he never thought he’d be in. First his body language turns pink, then the way he talks and finally his sexual preference. Poor Remington finds himself entangled in a confusing threesome with his best friend and girlfriend. In the meantime his mother, a police officer, tries to find the perpetrator of a series of murders in the city’s gay and transsexual community. And the victims do not intend to remain under ground. They’re coming out of their coffins, Gloria Gaynor style !",0.673247,Reality Entertainment,Philippines,2011-08-31,721651.0,96.0,[],Remington and the Curse of the Zombadings,5.3,5.0,2.78
1840,23274,147441,2,2,Christian Bale,Joel Edgerton,2,Ridley Scott,24897,Adventure,False,140000000,Adventure,en,Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",16.320249,Scott Free Productions,Spain,2014-12-03,268031828.0,150.0,English,Exodus: Gods and Kings,5.6,1957.0,3.7857142857142856
1841,23308,100042,2,2,Jim Carrey,Jeff Daniels,2,Bobby Farrelly,24939,Comedy,False,40000000,Comedy,en,Dumb and Dumber To,"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",15.402597,New Line Cinema,United States of America,2014-11-12,169837010.0,110.0,English,Dumb and Dumber To,5.4,1140.0,3.333333333333333
1842,23378,140818,2,2,Pål Sverre Hagen,Nicolai Cleve Broch,2,Mikkel Brænne Sandemose,25014,Action,False,6500000,Action,no,Gåten Ragnarok,"Archaeologist Sigurd Svendsen discovers that the Oseberg ship hides a secret from the Viking Age. Along with his two children put Sigurd out on a quest to find the truth. The mystery leads them into ""No Man's Land"" between Norway and Russia where no man traveling in modern times. Old runes take on new meaning when the secret they uncover is more frightening than anyone could have imagined.",11.365247,Fantefilm,Norway,2013-11-11,3721345.0,120.0,Norsk,Ragnarok,5.7,59.0,1.375
1843,23385,36683,2,1,Toshiaki Karasawa,Takako Tokiwa,2,Yukihiko Tsutsumi,25021,Science Fiction,False,20000000,Science Fiction,ja,２０世紀少年< 第1章> 終わりの始まり,"In 1969, Kenji, an elementary school kid and his friends built a secret base during their summer holidays. They fantasized that they had to fight villains who were out to conquer the world and wrote them in the Book of Prophecies. Years later in 1997, Kenji becomes a convenience store manager and leads a regular life after giving up his dreams to become a rock star. His boring life is suddenly turned upside down when his old classmate dies mysteriously and an entire family in the neighbourhood disappears. At the same time, a religious cult and its mysterious leader, Friend emerges and a strange chain of events duplicating exactly the events described in the Book of Prophecies follow. Is this the beginning of the end of the world? Who is Friend?",1.889519,Cine Bazar,Japan,2008-08-19,31244858.0,142.0,日本語,20th Century Boys - Chapter 1: Beginning of the End,6.7,21.0,2.911764705882353
1844,23415,159121,1,1,Bernadette Lafont,Carmen Maura,0,Jérôme Enrico,25054,Crime,False,0,Crime,fr,Paulette,"Paulette lives alone in a housing project in the Paris suburbs. With her meager pension, she can no longer make ends meet.",6.031147,Gaumont,France,2013-01-16,29494.0,87.0,Français,Paulette,6.3,138.0,3.125
1845,23423,33838,0,1,Bob Dermer,Eva Almos,0,Raymond Jafelice,25062,Family,False,0,Family,en,The Care Bears Adventure in Wonderland,"The cuddly Care Bears star in this charming feature-length adaption of the classic story of Alice in Wonderland. A young girl named Alice and the Care Bears travel together into the whimsical land of the Mad Hatter and the March Hare. In this magical story about friendship and trust, Alice and the Care Bears try to thwart an evil wizard's attempt to become the King of Wonderland.",0.803093,[],[],1987-08-07,2608000.0,75.0,English,The Care Bears Adventure in Wonderland,4.6,5.0,3.557065217391304
1846,23665,4683,1,2,Bernadette Lafont,André Dussollier,0,François Truffaut,25333,Comedy,False,0,Comedy,fr,Une belle fille comme moi,"Stanislas Previne is a young sociologist, preparing a thesis on criminal women. He chooses Camille Bliss as his subject of study and begins to visit her in prison for interviews. Camille became acquainted with trouble at a young age and justifies her actions by ""fate-bets.""  She is currently in prison for allegedly murdering one of her lovers. As she tells Stanislas of her life and love affairs, his interest in her grows to more than just professional.  Can he resist her charm?",0.326486,Les Films du Carrosse,France,1972-09-13,457163.0,98.0,Français,A Gorgeous Girl Like Me,7.2,8.0,2.8365617433414045
1847,23772,172391,2,2,Jake T. Austin,Liam Neeson,0,Anthony Silverston,25456,Animation,False,20000000,Animation,en,Khumba,A half-striped zebra is blamed for the drought and leaves his herd in search of his missing stripes. He is joined on his quest by an overprotective wildebeest and a flamboyant ostrich; they defeat the tyrannical leopard and save his herd.,5.219667,Triggerfish Animation,South Africa,2013-07-18,27187375.0,85.0,English,Khumba,5.8,74.0,1.0
1848,23994,116977,2,2,Charlie Sheen,Wayne Brady,2,Lawrence Kasanoff,25732,Animation,False,65000000,Animation,en,Foodfight!,"Dex, a superdog sleuth, is the law of the land when the world's most recognized brands take on the forces of evil and the devilish Brand X.",6.693589,Threshold Entertainment,United States of America,2012-06-15,73706.0,87.0,English,Foodfight!,2.3,28.0,2.543181818181818
1849,24049,159638,0,2,Carlos Santos,J.R. Villarreal,0,Scott Rutherford,25794,Comedy,False,0,Comedy,en,Ghost Team One,Two roommates deathly afraid of ghosts both fall in love with a girl who believes their home is haunted.,6.136155,Hernany Perla Films,United States of America,2013-01-20,9195.0,107.0,English,Ghost Team One,4.9,22.0,3.375
1850,24331,109161,2,1,Michael Keaton,Rae Dawn Chong,2,Roger Young,26108,Crime,False,0,Crime,en,The Squeeze,"Harry Berg is both a con artist and an actual artist -- he constructs large sculptures out of television sets -- but he is not particularly successful in either role. He owes some money, which gets him involved with Rachel Dobs, a police detective who works with a collection agency. When Harry comes into possession of a strange parcel, both the con man and the detective find themselves wrapped up in a sinister corporate plot to fix the lottery.",1.478446,TriStar Pictures,United States of America,1987-07-10,2228951.0,101.0,English,The Squeeze,5.8,6.0,3.5791666666666666
1851,24617,86059,2,1,Richard Burton,Elizabeth Taylor,2,Peter Glenville,26411,Drama,False,0,Drama,en,The Comedians,"Set in the Haiti of ""Papa Doc"" Duvalier, The Comedians tells the story of a sardonic white hotel owner and his encroaching fatalism as he watches Haiti sink into barbarism. Complications include a friendship with a rebel leader, politically ""charged"" hotel guests, an affair with the wife of a European ambassador, and the manipulations of a conniving British arms dealer.",2.86317,Metro-Goldwyn-Mayer (MGM),United States of America,1967-10-31,5200000.0,152.0,English,The Comedians,5.8,9.0,2.6564102564102563
1852,24763,99861,2,2,Robert Downey Jr.,Chris Hemsworth,2,Joss Whedon,26558,Action,False,280000000,Action,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",37.37942,Marvel Studios,United States of America,2015-04-22,1405403694.0,141.0,English,Avengers: Age of Ultron,7.3,6908.0,3.2962962962962963
1853,24767,102899,2,2,Paul Rudd,Michael Douglas,2,Peyton Reed,26562,Science Fiction,False,130000000,Science Fiction,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",26.882388,Marvel Studios,United States of America,2015-07-14,519311965.0,117.0,English,Ant-Man,7.0,6029.0,2.3
1854,24776,77680,2,0,Josema Yuste,Millán Salcedo,0,Álvaro Sáenz de Heredia,26571,Comedy,False,0,Comedy,es,El robobo de la jojoya,"Two brothers plan to steal the precious jewel of Nefertiti's eye in a famous exhibition hall, but they are not the only ones who want it. There is a scuffle in which a policeman dies and one of the robbers falls on the dead man.",0.481394,Aligator Producciones,Spain,1991-12-20,3370574.0,82.0,Español,El robobo de la jojoya,4.6,7.0,1.8125
1855,24839,27738,2,2,Joaquin Phoenix,Peter Billingsley,0,Rick Rosenthal,26638,Drama,False,0,Drama,en,Russkies,"A group of American boys discovers a Russian sailor washed up on the coast of Florida and decide to befriend him, assuming that he is friendly and will bring them no danger and thus go against the ideas of their parents, as well as the government.",1.184009,[],[],1987-11-06,2189047.0,99.0,[],Russkies,4.5,5.0,3.5365853658536586
1856,25617,104638,2,0,Chiquito de la Calzada,Bigote Arrocet,0,Álvaro Sáenz de Heredia,27458,Western,False,0,Western,es,"Aquí llega Condemor, el pecador de la pradera","The film follows the adventures of a French aristocrat, the ""Condemor""and Lucas, his faithful Mexican servant, lost in the desert of Far West, looking for ways to return to Paris. Following an unintentional demonstration of courage, ""Condemor"" is appointed sheriff very much against his will and forced to chase the ""One- Eyed"" and solve the mystery of the whereabouts of Chico's father and also the location of the legendary El Dorado, the fabulous gold mine. The plot thickens when Condemor platonic love, the ""Bella Jolly"" saloon singer, is also kidnapped by the evil ...",0.374,Producciones A.S.H. Films S.A.,Spain,1996-06-27,1705030.0,90.0,Español,"Aquí llega Condemor, el pecador de la pradera",4.7,6.0,2.21875
1857,25620,131932,0,1,Javier Cárdenas,Carmen de Mairena,0,Javier Cárdenas,27461,Comedy,False,0,Comedy,es,FBI: Frikis buscan incordiar,"The police are on the trail of the band of Cardenas. He and his cronies engaged annoy geeks city, making all kinds of atrocities. The police will not let them get away with it, but perhaps it's too late ...",0.044048,Manga Films,Spain,2004-06-04,928391.0,85.0,Español,FBI: Frikis buscan incordiar,2.0,1.0,4.166666666666667
1858,25981,72784,2,2,Karl Urban,James Marsden,2,Erik Van Looy,27924,Thriller,False,14000000,Thriller,en,The Loft,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",14.443362,Dark Castle Entertainment,United States of America,2014-10-14,10076790.0,108.0,English,The Loft,6.4,500.0,2.4
1859,26002,167810,1,1,Christina Hendricks,Saoirse Ronan,2,Ryan Gosling,27948,Fantasy,False,2000000,Fantasy,en,Lost River,"A single mother is swept into a dark underworld, while her teenage son discovers a road that leads him to a secret underwater town.",6.640704,Bold Films,United States of America,2015-04-08,45431.0,95.0,English,Lost River,5.8,228.0,2.5
