,movie_id,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
24206,54518,2,1,Justin Bieber,Miley Cyrus,2,Jon M. Chu,25977,Documentary,False,13000000,Documentary,en,Justin Bieber: Never Say Never,"Tells the story of Justin Bieber, the kid from Canada with the hair, the smile and the voice: It chronicles his unprecedented rise to fame, all the way from busking in the streets of Stratford, Canada to putting videos on YouTube to selling out Madison Square Garden in New York as the headline act during the My World Tour from 2010. It features Usher, Scooter Braun, Ludacris, Sean Kingston, Antonio ""L.A."" Reid, Boyz II Men, Miley Cyrus, Jaden Smith, Justin's family members and parts of his crew and huge fanbase in a mix of interviews and guest performances. It was released in 3D in theaters all around the world and is the highest grossing concert movie of all time, beating the previous record held by Michael Jackson's This Is It from 2009.",5.892524,Insurge Pictures,United States of America,2011-02-11,98441954.0,105.0,English,Justin Bieber: Never Say Never,4.8,156.0
24217,78383,1,1,Paz de la Huerta,Katrina Bowden,2,Douglas Aarniokoski,25989,Horror,False,10,Horror,en,Nurse 3-D,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",5.192042,Lions Gate,United States of America,2013-09-28,10000000.0,99.0,English,Nurse 3-D,4.9,120.0
24219,25373,2,2,Jared Rushton,Ned Beatty,2,Mark Griffiths,25992,Drama,False,0,Drama,en,A Cry in the Wild,"13-year-old Brian is the sole survivor of an unreported plane crash. Alone in the Yukon wilderness, Brian must learn to survive by his wits, find food and shelter, and brave wild, hungry animals until or if he is found.",0.80227,[],[],1990-06-01,1.0,82.0,English,A Cry in the Wild,6.7,6.0
24224,181330,2,0,Kevin Hart,David Terrell,2,Leslie Small,25998,Comedy,False,0,Comedy,en,Kevin Hart: Let Me Explain,"Captures the laughter, energy and mayhem from Hart's 2012 ""Let Me Explain"" concert tour, which spanned 10 countries and 80 cities, and generated over $32 million in ticket sales.",11.110533,Hartbeat Productions,United States of America,2013-07-03,32230907.0,74.0,English,Kevin Hart: Let Me Explain,7.0,98.0
24225,121734,1,0,Fiona Glascott,Lewis Macleod,0,Enrique Gato,25999,Animation,False,10500000,Animation,es,Las aventuras de Tadeo Jones,"Tad is a celebrity archeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real Professor and takes his place on a flight to Peru in search of the Lost City of Paititi. Professor Lavrof and his beautiful daughter Sara are waiting for the famous professor to crack the code. Unfortunately for Tad, Sara is engaged to real-life hero Max Mordon, but Max has secretly betrayed the Professor by teaming up with the evil Kopponen and his shady Odysseus corporation. Time for Tad to step up...",11.003515,Studio Canal,Spain,2012-08-31,23000000.0,90.0,Español,"Tad, the Lost Explorer",5.6,136.0
24231,256876,0,0,Vyacheslav Fetisov,Vladimir Pozner,0,Gabe Polsky,26005,Documentary,False,0,Documentary,en,Red Army,"From Oscar and Emmy award winning filmmakers, Red Army highlights the Soviet Union's legendary and enigmatic hockey training culture and world-dominating team through the eyes of the team's Captain Slava Fetisov, following his shift from hockey star and celebrated national hero to political enemy. The film turns a unique lens on the social and cultural transformation of the Soviet Union leading up to the fall of Communism, mirroring the rise and fall of the Red Army team.  A film by Gabe Polsky and Executive Producers Werner Herzog and Jerry Weintraub.",3.898604,Russian Film Committee,Russia,2014-08-13,694600.0,76.0,English,Red Army,7.3,57.0
24242,239562,1,2,Wendi McLendon-Covey,Tyler Perry,2,Tyler Perry,26016,Drama,False,0,Drama,en,The Single Moms Club,A group of single moms are brought together in the aftermath of an incident at their children's school.,12.017861,Lionsgate,United States of America,2014-03-14,16337881.0,111.0,English,The Single Moms Club,5.7,45.0
24243,209901,2,0,Clancy Brown,James Tupper,0,Anthony Leonardi III,26017,Horror,False,3000000,Horror,en,Nothing Left to Fear,"Nothing Left to Fear was inspired by the legend of Stull, Kansas. Wendy (Anne Heche), her husband Dan (James Tupper of “Revenge”) and their kids have just moved to the small town of Stull, Kansas, where Dan is the new pastor. But in this sleepy community of friendly neighbors, a horrific series of occurrences awaits them: Their teenage daughter (Rebekah Brandes of Bellflower) is being tormented by grisly visions. Her younger sister (Jennifer Stone of “Wizards Of Waverly Place”) has been marked for a depraved ritual. And deep within the heartland darkness, one of The Seven Gates Of Hell demands the blood of the innocent to unleash the creatures of the damned.",5.317284,Anchor Bay Films,United States of America,2013-09-26,1675381.0,100.0,English,Nothing Left to Fear,4.6,59.0
24254,293262,2,0,Muhammad Ali,Muhammad Ali Jr.,0,Clare Lewins,26028,Documentary,False,0,Documentary,en,I Am Ali,"Unprecedented access to Muhammad Ali's personal archive of ""audio journals"" as well as interviews and testimonials from his inner circle of family and friends are used to tell the legend's life story.",3.191386,Focus Features,United States of America,2014-10-10,7205.0,111.0,English,I Am Ali,6.8,31.0
24257,270303,1,2,Maika Monroe,Keir Gilchrist,2,David Robert Mitchell,26031,Horror,False,2000000,Horror,en,It Follows,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",20.359336,Northern Lights Films,United States of America,2015-02-04,14674076.0,100.0,English,It Follows,6.6,1894.0
24279,16191,2,2,Patrick Bergin,Adam Storke,2,Ate de Jong,26053,Fantasy,False,9000000,Fantasy,en,Highway to Hell,"Charlie and Rachel run away from home to get married in Las Vegas. But they get attacked by a zombie who takes Rachel with him to hell, where she will become one of Satan's brides",1.80809,Hemdale Film Corporation,United States of America,1991-11-21,26055.0,94.0,English,Highway to Hell,6.1,19.0
24297,160704,2,2,Ha Jung-woo,Han Seok-kyu,2,Ryoo Seung-wan,26071,Action,False,9000000,Action,ko,베를린,"JUNG Jin-soo, a South Korean intelligence agent, comes across an unidentifiable operative, a 'ghost,' while surveilling a North Korean weapons deal in Berlin. The mystery figure is a North Korean secret agent, PYO Jong-seong, whose information cannot be found on any intelligence database. Jung quickly goes after Pyo to unveil his identity and gets himself embroiled in a vast international conspiracy. In the meanwhile, another North Korean operative, DONG Myung-soo, is dispatched to Berlin with a secret agenda to purge Pyo and take control of the North Korean embassy. Dong sets a trap to frame Pyo's wife, RYUN Jung-hee, for treason and tightens the noose around Pyo's neck. Pyo surveils his wife with hopes of clearing accusation against her but he plunges into deeper confusion when he discovers her secret.",7.453745,CJ Entertainment,South Korea,2013-01-30,48965210.0,120.0,Deutsch,The Berlin File,6.5,56.0
24309,47212,2,2,James Russo,Richard Panebianco,2,Abel Ferrara,26084,Romance,False,0,Romance,en,China Girl,Teenage lovers Tony (Richard Panebianco) and Tyan-Hwa (Sari Chang) tip the balance of power in New York's Little Italy and Chinatown.,0.180898,Great American Films Limited Partnership,United States of America,1987-09-25,1262091.0,90.0,English,China Girl,6.6,8.0
24331,109161,2,1,Michael Keaton,Rae Dawn Chong,2,Roger Young,26108,Crime,False,0,Crime,en,The Squeeze,"Harry Berg is both a con artist and an actual artist -- he constructs large sculptures out of television sets -- but he is not particularly successful in either role. He owes some money, which gets him involved with Rachel Dobs, a police detective who works with a collection agency. When Harry comes into possession of a strange parcel, both the con man and the detective find themselves wrapped up in a sinister corporate plot to fix the lottery.",1.478446,TriStar Pictures,United States of America,1987-07-10,2228951.0,101.0,English,The Squeeze,5.8,6.0
24334,29077,2,1,Sting,Jennifer Beals,0,Franc Roddam,26111,Drama,False,0,Drama,en,The Bride,"Sting is Doctor Frankenstein in this remake of the old classic film Bride of Frankenstein. After years of research, the doctor finally succeeds in creating the perfect woman, who gets the name ""Eva"".",5.503779,Columbia Pictures,United Kingdom,1985-08-16,3558669.0,114.0,English,The Bride,5.4,21.0
24338,31179,1,2,Piper Laurie,Mel Gibson,2,Michael Pate,26115,Romance,False,600000,Romance,en,Tim,"Handsome but backward gardener Tim Melville has a new woman in his life. She is Mary, his widowed employer, a woman who had given up on love until she had found Tim. At first they are friends. But soon they become lovers, as Mary, drawn to Tim's innocence and magnetism, begins to teach him all about life - and love.",7.165079,[],Australia,1979-07-13,809000.0,109.0,English,Tim,6.3,17.0
24401,54602,1,2,Ashley Greene,Shiloh Fernandez,2,Anthony Burns,26185,Drama,False,0,Drama,en,Skateland,"In the early 1980s, in small-town Texas, dramatic events force a 19-year-old skating rink manager to look at his life in a very new way.",2.150786,Skateland Productions,United States of America,2010-01-25,14944.0,98.0,English,Skateland,5.8,13.0
24482,29996,2,1,Yul Brynner,Gina Lollobrigida,2,King Vidor,26270,Drama,False,5000000,Drama,en,Solomon and Sheba,"Under the rule of King David, Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son, Solomon, as his successor, but David's  elder son Prince Adonijah, a warrior, declares himself King. When David learns of this, he publicly announces Solomon to be his successor. Adonijah and Joab, his general, withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile, Prince Adonijah, now banished, also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9.",1.739898,Edward Small Productions,United States of America,1959-12-25,12200000.0,139.0,English,Solomon and Sheba,5.4,8.0
24539,246011,1,1,Susan Sarandon,Lea Thompson,2,Michael Tully,26332,Comedy,False,0,Comedy,en,Ping Pong Summer,"In 1985 a summer vacation in Ocean City, Md., changes the life of a shy white teen who's obsessed with table tennis and hip-hop music.",4.572751,Compass Entertainment,United States of America,2014-06-06,25781.0,92.0,English,Ping Pong Summer,6.1,16.0
24614,34128,2,1,Jason Ritter,Jess Weixler,2,Jay DiPietro,26408,Drama,False,500000,Drama,en,Peter and Vandy,Flashbacks and flash-forwards illustrate the rise and fall of a love affair between two New Yorkers.,0.892007,[],[],2009-01-01,11276.0,78.0,English,Peter and Vandy,6.5,8.0
24617,86059,2,1,Richard Burton,Elizabeth Taylor,2,Peter Glenville,26411,Drama,False,0,Drama,en,The Comedians,"Set in the Haiti of ""Papa Doc"" Duvalier, The Comedians tells the story of a sardonic white hotel owner and his encroaching fatalism as he watches Haiti sink into barbarism. Complications include a friendship with a rebel leader, politically ""charged"" hotel guests, an affair with the wife of a European ambassador, and the manipulations of a conniving British arms dealer.",2.86317,Metro-Goldwyn-Mayer (MGM),United States of America,1967-10-31,5200000.0,152.0,English,The Comedians,5.8,9.0
24646,77874,2,1,Max Perlich,Lesley-Ann Brandt,2,Richard Gabai,26441,Thriller,False,0,Thriller,en,InSight,"Kaitlyn, an ER nurse who is tending to a young stabbing victim, is accidentally electrocuted by the defibrillator that is used in an effort to save the woman's life. Almost immediately Kaitlyn starts to experience the victim's memories. She turns to family, friends, and the police, but no one takes her seriously. She decides that she must take it upon herself to try to solve the crime - or risk the terrifying visions ending in her own sanity being at stake. Ultimately Kaitlyn teams up with the detective on the case and weaves her way through the victim's past - to discover not only the brutal truth, but also some very unexpected lessons about life, love, sorrow and forgiveness along the way. (official website)",1.323333, Braeburn Entertainment,United States of America,2011-09-02,17011.0,92.0,English,InSight,5.2,12.0
24728,34586,0,0,Bogdan Benyuk,Alexandr Golubev,0,Andrei Kavun,26523,Drama,False,7000000,Drama,en,Kandagar,A docudrama about the escape of Russian pilots after being taken hostage by the Taliban in 1996.,1.011029,Fawzi Vision,Russia,2010-02-04,15172408.0,103.0,Polski,Kandahar,6.4,12.0
24756,254869,2,2,Santiago Segura,Julián López,2,Santiago Segura,26551,Action,False,9272437,Action,es,Torrente 5: Operación Eurovegas,Crooked cop Torrente gets out of jail in the year 2018 to find a different Spain from the one he knew.,4.207751,Amiguetes Entertainment,Spain,2014-10-03,11672363.0,105.0,Español,Torrente 5: Operación Eurovegas,5.2,69.0
24758,76341,2,1,Tom Hardy,Charlize Theron,2,George Miller,26553,Action,False,150000000,Action,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",29.36178,Village Roadshow Pictures,Australia,2015-05-13,378858340.0,120.0,English,Mad Max: Fury Road,7.3,9629.0
24759,280092,2,0,Dermot Mulroney,Stefanie Scott,2,Leigh Whannell,26554,Drama,False,10000000,Drama,en,Insidious: Chapter 3,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",10.098792,Sony Pictures,Canada,2015-06-04,104303851.0,97.0,English,Insidious: Chapter 3,6.3,1005.0
24760,140607,1,2,Daisy Ridley,John Boyega,2,J.J. Abrams,26555,Action,False,245000000,Action,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",31.626013,Lucasfilm,United States of America,2015-12-15,2068223624.0,136.0,English,Star Wars: The Force Awakens,7.5,7993.0
24761,271969,2,2,Jack Huston,Toby Kebbell,2,Timur Bekmambetov,26556,Adventure,False,100000000,Adventure,en,Ben-Hur,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,11.51021,Paramount Pictures,United States of America,2016-08-17,94061311.0,125.0,English,Ben-Hur,5.3,642.0
24762,68735,1,2,Paula Patton,Travis Fimmel,2,Duncan Jones,26557,Action,False,160000000,Action,en,Warcraft,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",12.572718,Universal Pictures,Canada,2016-05-25,433677183.0,123.0,English,Warcraft,6.3,2325.0
24763,99861,2,2,Robert Downey Jr.,Chris Hemsworth,2,Joss Whedon,26558,Action,False,280000000,Action,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",37.37942,Marvel Studios,United States of America,2015-04-22,1405403694.0,141.0,English,Avengers: Age of Ultron,7.3,6908.0
24765,166426,2,2,Johnny Depp,Javier Bardem,0,Joachim Rønning,26560,Adventure,False,230000000,Adventure,en,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new paycheck, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of a payout lies in seeking out the legendary Trident of Numbers, but to find it, he must forge an uneasy alliance with a reasonably intelligent and pretty astronomer and a irritating young man in the British navy.",133.82782,Walt Disney Pictures,United States of America,2017-05-23,794191988.0,129.0,English,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,2814.0
24767,102899,2,2,Paul Rudd,Michael Douglas,2,Peyton Reed,26562,Science Fiction,False,130000000,Science Fiction,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",26.882388,Marvel Studios,United States of America,2015-07-14,519311965.0,117.0,English,Ant-Man,7.0,6029.0
24768,166424,2,1,Miles Teller,Kate Mara,2,Josh Trank,26563,Action,False,120000000,Action,en,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",17.246484,Twentieth Century Fox Film Corporation,United States of America,2015-08-05,167977596.0,100.0,English,Fantastic Four,4.4,2322.0
24769,293660,2,1,Ryan Reynolds,Morena Baccarin,2,Tim Miller,26564,Action,False,58000000,Action,en,Deadpool,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",187.860492,Twentieth Century Fox Film Corporation,United States of America,2016-02-09,783112979.0,108.0,English,Deadpool,7.4,11444.0
24771,283995,2,1,Chris Pratt,Zoe Saldana,2,James Gunn,26566,Action,False,200000000,Action,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,185.330992,Walt Disney Pictures,United States of America,2017-04-19,863416141.0,137.0,English,Guardians of the Galaxy Vol. 2,7.6,4858.0
24772,271110,2,2,Chris Evans,Robert Downey Jr.,2,Anthony Russo,26567,Adventure,False,250000000,Adventure,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",145.882135,Studio Babelsberg,United States of America,2016-04-27,1153304495.0,147.0,Română,Captain America: Civil War,7.1,7462.0
24773,284052,2,2,Benedict Cumberbatch,Chiwetel Ejiofor,2,Scott Derrickson,26568,Action,False,165000000,Action,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",43.847654,Walt Disney Pictures,United States of America,2016-10-25,677718395.0,115.0,English,Doctor Strange,7.1,5880.0
24774,246655,2,2,James McAvoy,Michael Fassbender,2,Bryan Singer,26569,Science Fiction,False,178000000,Science Fiction,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",28.712522,Twentieth Century Fox Film Corporation,United States of America,2016-05-18,543934787.0,144.0,English,X-Men: Apocalypse,6.4,4831.0
24776,77680,2,0,Josema Yuste,Millán Salcedo,0,Álvaro Sáenz de Heredia,26571,Comedy,False,0,Comedy,es,El robobo de la jojoya,"Two brothers plan to steal the precious jewel of Nefertiti's eye in a famous exhibition hall, but they are not the only ones who want it. There is a scuffle in which a policeman dies and one of the robbers falls on the dead man.",0.481394,Aligator Producciones,Spain,1991-12-20,3370574.0,82.0,Español,El robobo de la jojoya,4.6,7.0
24778,54148,2,2,Ernesto Alterio,Alberto San Juan,0,David Serrano,26573,Comedy,False,0,Comedy,es,Días de fútbol,"A comedic romp that celebrates the power of friendship to turn your life around, Dias de Futbol introduces us to Antonio, an ex-convict and amateur shrink who convinces his pals that the best way to overcome their midlife crises and lack of success with women is to reassemble their old soccer team and win something in life, even if only a local championship. Directed by David Serrano. Starring Alberto San Juan, Natalia Verbeke (Dot the I, Son of the Bride), Pere Ponce, and Fernando Tejero.",1.211616,Telespan 2000,Spain,2003-09-19,12212123.0,113.0,Español,Soccer Days,6.2,15.0
24785,270343,1,0,Adèle Haenel,Kevin Azais,0,Thomas Cailley,26580,Comedy,False,0,Comedy,fr,Les Combattants,"Arnaud, facing an uncertain future and a dearth of choices in a small French coastal town, meets and falls for the apocalyptic-minded Madeleine, who joins an army boot camp to learn military and survival skills to prepare for the upcoming environmental collapse. Intrigued and excited by Madeleine’s wild ideas, Arnaud signs up for the boot camp himself. They soon realize that the boot camp is harder than they’d imagined, but the experience nonetheless cements them together as the couple continues to explore their young love.",8.569586,Haut et Court,France,2014-08-20,23598.0,98.0,Français,Love at First Fight,6.3,153.0
24812,68351,0,0,Kofi Ghanaba,Oyafunmike Ogunlano,2,Haile Gerima,26609,Drama,False,1000000,Drama,en,Sankofa,"A self-absorbed Black American fashion model on a photo shoot in Africa is spiritually transported back to a plantation in the West Indies where she experiences first-hand the physical and psychic horrors of chattel slavery, and eventually the redemptive power of community and rebellion as she becomes a member of a freedom-seeking Maroon colony.",0.04586,Channel Four Films,Burkina Faso,1993-05-28,2691899.0,124.0,English,Sankofa,6.9,5.0
24839,27738,2,2,Joaquin Phoenix,Peter Billingsley,0,Rick Rosenthal,26638,Drama,False,0,Drama,en,Russkies,"A group of American boys discovers a Russian sailor washed up on the coast of Florida and decide to befriend him, assuming that he is friendly and will bring them no danger and thus go against the ideas of their parents, as well as the government.",1.184009,[],[],1987-11-06,2189047.0,99.0,[],Russkies,4.5,5.0
24907,85870,2,2,Jérémie Renier,Benoît Magimel,0,Florent-Emilio Siri,26708,Drama,False,27563396,Drama,fr,Cloclo,"A biopic of French pop star Claude Francois, most famous for co-writing the song 'My Way'. Tracing his life from his childhood in Egypt through his success in France to his untimely death in Paris in 1978.",7.847574,StudioCanal,France,2012-03-14,29193330.0,148.0,Français,My Way,6.2,85.0
24938,46743,2,2,Anthony Michael Hall,Glynn Turman,2,Richard Tuggle,26741,Drama,False,0,Drama,en,Out of Bounds,"Farm boy Daryl Cage's parents ship him off to the big city to live with his brother, hoping he will have a better life there. After a baggage mixup at the airport, Daryl finds himself in possession of a drug cache, which a ruthless drug dealer wants back. The dealer murders Daryl's brother and the small town boy ends up all alone in the big city, being pursued by both the drug dealer and the police, who suspect him of the murder.",0.779829,Columbia Pictures Corporation,United States of America,1986-07-25,5099316.0,93.0,English,Out of Bounds,5.9,5.0
24939,19183,2,2,Zac Efron,Bill Cobbs,2,Craig Clyde,26742,Drama,False,750000,Drama,en,The Derby Stallion,An alcoholic former horse-trainer perceives in a fifteen-year-old boy a unique gift of horsemanship and makes it possible for the boy to conceive his dream and pursue it.,1.500013,[],United States of America,2005-07-04,4000000.0,98.0,English,The Derby Stallion,4.7,11.0
25059,284276,1,1,Jennifer Aniston,Anna Kendrick,2,Daniel Barnz,26867,Drama,False,7000000,Drama,en,Cake,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",10.197503,Echo Films,United States of America,2014-09-07,2360281.0,102.0,Español,Cake,6.2,371.0
25162,164372,0,2,Ivan Okhlobystin,Dmitriy Nagiev,0,Vladlen Barbe,26978,Animation,False,7000000,Animation,ru,Снежная королева,"The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost.",6.407641,Bazelevs Production,Russia,2012-10-11,12400000.0,76.0,Pусский,The Snow Queen,5.1,47.0
25179,67220,2,1,James Coburn,Lee Remick,0,S. Lee Pogostin,26997,Crime,False,4000000,Crime,en,Hard Contract,"A cold hearted American hit man goes to Europe for 'one last score'. His encounter with a beautiful young woman casts self doubt on his lifeblood, and influences him to resist carrying out the contract",0.491227,[],[],1969-04-30,1750000.0,106.0,English,Hard Contract,6.7,3.0
25237,61263,1,0,Anne Coesens,Alexandre Gontcharov ,0,Olivier Masset-Depasse,27056,Drama,False,0,Drama,fr,Illégal,"Tania, a young Russian woman who lives illegally in Belgium with her 13-year-old son Ivan. Constantly on her guard, she dreads police checks until the day she is arrested.",1.764981,Haut et Court,Belgium,2010-10-06,404.0,90.0,English,Illegal,6.9,9.0
25309,45774,1,2,Faye Dunaway,Daniel J. Travanti,0,Roger Holzberg,27133,Mystery,False,0,Mystery,en,Midnight Crossing,"A blind woman, her husband and another couple sail off to find cash hidden on an island near Cuba.",1.043994,Vestron Pictures,United States of America,1988-05-13,1328001.0,97.0,English,Midnight Crossing,6.2,5.0
25323,284536,2,2,Mark Wahlberg,John Goodman,0,Rupert Wyatt,27148,Thriller,False,25000000,Thriller,en,The Gambler,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",8.728556,Paramount Pictures,United States of America,2014-12-25,39171130.0,111.0,English,The Gambler,5.7,550.0
25374,44998,1,2,America Ferrera,Jason Ritter,2,Ryan Piers Williams,27200,Drama,False,0,Drama,en,The Dry Land,A U.S. soldier returning home from war struggles to reconcile his experiences abroad with the life and family he left in Texas.,0.118135,[],United States of America,2010-07-30,12000.0,92.0,English,The Dry Land,6.0,1.0
25403,154093,2,2,Randolph Scott,Wayne Morris,0,André De Toth,27232,Western,False,0,Western,en,Riding Shotgun,"When a stagecoach guard tries to warn a town of an imminent raid by a band of outlaws, the people mistake him for one of the gang",1.316519,Warner Bros.,United States of America,1954-04-01,1400000.0,73.0,English,Riding Shotgun,3.8,3.0
25406,58936,1,2,Katrina Elam,George Strait,2,Christopher Cain,27235,Drama,False,0,Drama,en,Pure Country 2: The Gift,"Three angels bestow the gift of song to a young girl, who must follow a series of rules in order hold on to it during her rise to fame and fortune.",0.684516,Angry Monkey Entertainment,United States of America,2010-10-15,133771.0,112.0,English,Pure Country 2: The Gift,5.1,8.0
25518,28284,2,1,Troy Donahue,Claudette Colbert,2,Delmer Daves,27351,Drama,False,1500000,Drama,en,Parrish,"Parrish McLean lives with his mother Ellen on Sala Post's tobacco plantation in the Connecticut River Valley. His mother winds up marrying Sala's rival Judd Raike, ruthless planter who wants to drive Sala out of business. Judd insists that Parrish learn the business from the ground up.",1.058213,Warner Bros.,United States of America,1961-05-04,4200000.0,138.0,English,Parrish,6.0,3.0
25535,47638,2,1,Tommy Lee Jones,Martha Plimpton,2,Tom Rickman,27368,Adventure,False,0,Adventure,en,The River Rat,"On the lazy banks of the Mississippi, a young girl is reunited with her time-served but innocent father. But the reunion is tainted with the whereabouts of the stolen loot, and those who come looking for it... With a luminous cast starring Tommy Lee Jones, Martha Plimpton and Brian Dennehy, this film outstands with simple craft, storytelling, setting and an all but lost cinema magic. Don't miss.",0.57743,Cinema Group Ventures,United States of America,1984-09-28,1142944.0,94.0,English,The River Rat,6.3,8.0
25617,104638,2,0,Chiquito de la Calzada,Bigote Arrocet,0,Álvaro Sáenz de Heredia,27458,Western,False,0,Western,es,"Aquí llega Condemor, el pecador de la pradera","The film follows the adventures of a French aristocrat, the ""Condemor""and Lucas, his faithful Mexican servant, lost in the desert of Far West, looking for ways to return to Paris. Following an unintentional demonstration of courage, ""Condemor"" is appointed sheriff very much against his will and forced to chase the ""One- Eyed"" and solve the mystery of the whereabouts of Chico's father and also the location of the legendary El Dorado, the fabulous gold mine. The plot thickens when Condemor platonic love, the ""Bella Jolly"" saloon singer, is also kidnapped by the evil ...",0.374,Producciones A.S.H. Films S.A.,Spain,1996-06-27,1705030.0,90.0,Español,"Aquí llega Condemor, el pecador de la pradera",4.7,6.0
25618,135696,2,2,Santiago Segura,Javier Gutiérrez,2,Enrique López Lavigne,27459,Comedy,False,0,Comedy,es,El asombroso mundo de Borjamari y Pocholo,"In the 80's, Pocholo and Borjamari are kings in the disco ""Aguacates"". Twenty years later, nothing has changed. Only now, the two brothers are nothing in ""Aguacates"" disco. Now they are object of derision and mockery. His cousin Pelayo, who used to laugh and abuse in adolescence, reappears in their lives and come to the old cruelties and Pocholo Borjamari announcing that Mecano will meet in a surprise concert...",0.793589,Telecinco,Spain,2004-12-03,3367646.0,90.0,Español,El asombroso mundo de Borjamari y Pocholo,5.4,5.0
